row_index,path,expected_sha256,actual_sha256,exists_now,sha256_match,role,required
14,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_22_evidence_estimator_preflight.py,c0a21b28de6c718f437051e0e0b7b52fb2ba4aea477f36ddd2e692cd4dddd953,c0a21b28de6c718f437051e0e0b7b52fb2ba4aea477f36ddd2e692cd4dddd953,True,True,stage_script,False
15,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_23_matched_evidence_estimator_execution_checkpoint.py,2027f63abf2383400dd540f2428a2aadee42d67857717c2f56eb27dc34091be9,2027f63abf2383400dd540f2428a2aadee42d67857717c2f56eb27dc34091be9,True,True,stage_script,False
16,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_24_evidence_result_gate_sensitivity_audit.py,60c9ef329e1a496652cc2bfc186e2a01a7f82d4b9a68aabd381cecce15fc0299,60c9ef329e1a496652cc2bfc186e2a01a7f82d4b9a68aabd381cecce15fc0299,True,True,stage_script,False
17,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_25_formal_evidence_crosscheck_preflight.py,40ae2a97dc265d9c8ff8a03848b06508649ef4c2fa1f759ec2dff829a202898e,40ae2a97dc265d9c8ff8a03848b06508649ef4c2fa1f759ec2dff829a202898e,True,True,stage_script,False
18,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_26_formal_evidence_crosscheck_execution_checkpoint.py,9300791fdf12eff4ed4b5d6a606ac95c0f72882c91abf0c547f0b874109745b0,9300791fdf12eff4ed4b5d6a606ac95c0f72882c91abf0c547f0b874109745b0,True,True,stage_script,False
19,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_27_formal_evidence_result_gate_sensitivity_audit.py,1fe82bf2fd529e7f578a103021c4eaaf59f0ea022e20131439c32a88ed9a5910,1fe82bf2fd529e7f578a103021c4eaaf59f0ea022e20131439c32a88ed9a5910,True,True,stage_script,False
20,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_28_formal_evidence_claim_lock_addendum.py,b4753b7f110f1c2782d72b420bbd8dbeedde37f954c207912f49dd5edd5e8125,b4753b7f110f1c2782d72b420bbd8dbeedde37f954c207912f49dd5edd5e8125,True,True,stage_script,False
21,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_29_external_publication_claim_preflight.py,5b79de6b15e1007387bb1b3098d9024c99f30f5b61c13b44fa009c82ce00204e,5b79de6b15e1007387bb1b3098d9024c99f30f5b61c13b44fa009c82ce00204e,True,True,stage_script,False
22,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_30_independent_evidence_validation_preflight.py,8fce12d85e182cb2a6724bfee5a527a5ed7789e7ca25cf08594138eea7c901f0,8fce12d85e182cb2a6724bfee5a527a5ed7789e7ca25cf08594138eea7c901f0,True,True,stage_script,False
23,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_31_independent_evidence_validation_execution_checkpoint.py,4dba4fc50b24d97ddd2aa775461697ffcd34762353cd0ad0b8cffaa15c4586d6,4dba4fc50b24d97ddd2aa775461697ffcd34762353cd0ad0b8cffaa15c4586d6,True,True,stage_script,False
24,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_32_independent_evidence_result_gate_publication_lock.py,0eb73b85619270262d649ed58974129a8e4cc73ff4a08999a4f7f40d34cbc8da,0eb73b85619270262d649ed58974129a8e4cc73ff4a08999a4f7f40d34cbc8da,True,True,stage_script,False
25,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_33_external_evidence_publication_claim_lock_addendum.py,9304eadb3389ab24230a05a69cde48432291bb17d4e94a28abff149b4a3c3ea4,9304eadb3389ab24230a05a69cde48432291bb17d4e94a28abff149b4a3c3ea4,True,True,stage_script,False
26,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_34_publication_grade_replication_preflight.py,f9e550f9e5a1ad1322374aa7a5f71ac48fa8029aba3ce08aca5fbfb81016798c,f9e550f9e5a1ad1322374aa7a5f71ac48fa8029aba3ce08aca5fbfb81016798c,True,True,stage_script,False
27,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_9_additional_production_chains_readiness.py,f3f6a64c53aaae5d8a8a9c42f31804c9599eee984d8bfafcf68e29ec8c7546e8,f3f6a64c53aaae5d8a8a9c42f31804c9599eee984d8bfafcf68e29ec8c7546e8,True,True,stage_script,False
28,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/chains/stage3b16_native_baseline_run.1.txt,47661d07f0540e7c0a3a826484c7803b7f127c6155f4362c83c3f9a78b5c32a1,47661d07f0540e7c0a3a826484c7803b7f127c6155f4362c83c3f9a78b5c32a1,True,True,readiness_chain_file;replication_high_value_artifact,True
29,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/chains/stage3b16_native_baseline_run_additional_chain01.1.txt,9d6691f569a54753f011e334d971a20d8e05e2c1eff28ab50f0c5d6a5f42bfe1,9d6691f569a54753f011e334d971a20d8e05e2c1eff28ab50f0c5d6a5f42bfe1,True,True,readiness_chain_file;replication_high_value_artifact,True
30,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/chains/stage3b6_first_production_run.1.txt,ab71be16894d2eb17496873ad4322367d5e1780e50e12e192094edaf81d2aba9,ab71be16894d2eb17496873ad4322367d5e1780e50e12e192094edaf81d2aba9,True,True,readiness_chain_file;replication_high_value_artifact,True
31,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/chains/stage3b6_first_production_run_additional_chain01.1.txt,d206803889374a75e67863fe8c3a8e6d37c8dde31f740785866b1b7291f8e6ba,d206803889374a75e67863fe8c3a8e6d37c8dde31f740785866b1b7291f8e6ba,True,True,readiness_chain_file;replication_high_value_artifact,True
32,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b10_first_posterior_summary.json,6d37b18d73a96aa2ea3a7cf95b814d63a3efd81f5e781c36ab51dd717aed1e3c,6d37b18d73a96aa2ea3a7cf95b814d63a3efd81f5e781c36ab51dd717aed1e3c,True,True,lineage_json:stage3b10_first_posterior_summary;required_core_stage_artifact,True
33,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b10_first_posterior_summary_acceptance.md,317e723d610450c73e43472c600c22648b32d5c17c86a59f9b17182ee9d6aabb,317e723d610450c73e43472c600c22648b32d5c17c86a59f9b17182ee9d6aabb,True,True,required_core_stage_artifact,True
34,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b10_first_posterior_summary_posterior_summary.md,233c12879dc7bcb312fdb2c25819ab830d79419a53c62fc750ffb8ab3a45c61c,233c12879dc7bcb312fdb2c25819ab830d79419a53c62fc750ffb8ab3a45c61c,True,True,replication_high_value_artifact,True
35,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b11_posterior_robustness_comparison.json,1ecf8542c2191e65fc72cc2114df4014ecdaf5a0f7bb840d8cca2465ecabd10d,1ecf8542c2191e65fc72cc2114df4014ecdaf5a0f7bb840d8cca2465ecabd10d,True,True,lineage_json:stage3b11_posterior_robustness_comparison;required_core_stage_artifact,True
36,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b11_posterior_robustness_comparison_acceptance.md,59f78e05f7c04c02b8dc53f30009a045c4136f7feeaf021ad18cb6b7183cccd8,59f78e05f7c04c02b8dc53f30009a045c4136f7feeaf021ad18cb6b7183cccd8,True,True,required_core_stage_artifact,True
37,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b18_additional_native_baseline_chains_readiness.json,72650f3f81532d9352961dc1f991164ca4928a689ca68d3cf3ea0f6a8ed61065,72650f3f81532d9352961dc1f991164ca4928a689ca68d3cf3ea0f6a8ed61065,True,True,lineage_json:stage3b18_additional_native_baseline_chains_readiness;required_core_stage_artifact,True
38,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b18_additional_native_baseline_chains_readiness_acceptance.md,af422e805d7f8bbba955f89940e3f4c0f93ea9626958d770aaf34e7fb3169ce5,af422e805d7f8bbba955f89940e3f4c0f93ea9626958d770aaf34e7fb3169ce5,True,True,required_core_stage_artifact,True
39,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b18_additional_native_baseline_chains_readiness_readiness_manifest.json,eeb477aa8d50f29a5355c0544d28ed7460aead82ea43f4d77d311a7dd76db1ea,eeb477aa8d50f29a5355c0544d28ed7460aead82ea43f4d77d311a7dd76db1ea,True,True,lineage_manifest:stage3b18_additional_native_baseline_chains_readiness,True
40,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b19_matched_deu_native_comparison_claim_lock.json,0c19cabfd3e56eaa3b52a9158292c4b255c550f9599c1ebec089fbb63105b49c,0c19cabfd3e56eaa3b52a9158292c4b255c550f9599c1ebec089fbb63105b49c,True,True,lineage_json:stage3b19_matched_deu_native_comparison_claim_lock;required_core_stage_artifact,True
41,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b19_matched_deu_native_comparison_claim_lock_acceptance.md,42476589cbd8fcbfac0177668c07ffc1961bca4a72ede9b6ffc72d94b1160768,42476589cbd8fcbfac0177668c07ffc1961bca4a72ede9b6ffc72d94b1160768,True,True,required_core_stage_artifact,True
42,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b19_matched_deu_native_comparison_claim_lock_comparison_manifest.json,462b802cb1053b18f3dcf3b98e8f69c11b0b2d4451bea6ad1ded4a129a1c917a,462b802cb1053b18f3dcf3b98e8f69c11b0b2d4451bea6ad1ded4a129a1c917a,True,True,lineage_manifest:stage3b19_matched_deu_native_comparison_claim_lock,True
43,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b20_final_scoped_internal_report.json,c13417bb540ff713e8940e7eca93cca5dcc57090ee19e5913b0ea725b21c3bd9,c13417bb540ff713e8940e7eca93cca5dcc57090ee19e5913b0ea725b21c3bd9,True,True,lineage_json:stage3b20_final_scoped_internal_report;required_core_stage_artifact,True
44,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b20_final_scoped_internal_report_acceptance.md,153d10b0b135e14185d8855bf8207c1375e9e23be2ad85c999c91e39d4ad476f,153d10b0b135e14185d8855bf8207c1375e9e23be2ad85c999c91e39d4ad476f,True,True,required_core_stage_artifact,True
45,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b20_final_scoped_internal_report_final_scoped_report.md,a7de0bf4296b7efbfeaebc9f73e351dd3df0bf78aeaa42346c1db9b848600cda,a7de0bf4296b7efbfeaebc9f73e351dd3df0bf78aeaa42346c1db9b848600cda,True,True,replication_high_value_artifact,True
46,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b20_final_scoped_internal_report_manifest.json,83d59152e45cbb96b702212b949742f5fd0d8dd062906f331f852b3eaae984a8,83d59152e45cbb96b702212b949742f5fd0d8dd062906f331f852b3eaae984a8,True,True,lineage_manifest:stage3b20_final_scoped_internal_report,True
47,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b22_evidence_estimator_preflight.json,6c2ae5f227e0bb51b1083f700060785e09dc042f4f87126db078e6b870abc639,6c2ae5f227e0bb51b1083f700060785e09dc042f4f87126db078e6b870abc639,True,True,lineage_json:stage3b22_evidence_estimator_preflight;required_core_stage_artifact,True
48,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b22_evidence_estimator_preflight_acceptance.md,8f7f123575e8da075f2e2f2787e113d87c86dc517d5bd03c0a810c4d0ed4b22d,8f7f123575e8da075f2e2f2787e113d87c86dc517d5bd03c0a810c4d0ed4b22d,True,True,required_core_stage_artifact,True
49,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b22_evidence_estimator_preflight_preflight_manifest.json,8932099eb631e82c82d55d51d526a9ffbf4cc9fc8f3c38de09f861246c0f86a6,8932099eb631e82c82d55d51d526a9ffbf4cc9fc8f3c38de09f861246c0f86a6,True,True,lineage_manifest:stage3b22_evidence_estimator_preflight,True
50,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b23_matched_evidence_estimator_execution_checkpoint.json,da088d906b618ea93576f30fc456433aa6e7ec5c48beb3b540ff5a14d9d54da4,da088d906b618ea93576f30fc456433aa6e7ec5c48beb3b540ff5a14d9d54da4,True,True,lineage_json:stage3b23_matched_evidence_estimator_execution_checkpoint;required_core_stage_artifact,True
51,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b23_matched_evidence_estimator_execution_checkpoint_acceptance.md,70f75654ad88c648dc4bd7650b1fdea6ff96f3df5c350e27e5cf892fa6225bad,70f75654ad88c648dc4bd7650b1fdea6ff96f3df5c350e27e5cf892fa6225bad,True,True,required_core_stage_artifact,True
52,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b23_matched_evidence_estimator_execution_checkpoint_execution_manifest.json,0f6a99b01e412e9da9c278780bb346da6dbab142ffaeb2a6064c8846437661a1,0f6a99b01e412e9da9c278780bb346da6dbab142ffaeb2a6064c8846437661a1,True,True,lineage_manifest:stage3b23_matched_evidence_estimator_execution_checkpoint,True
53,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b24_evidence_result_gate_sensitivity_audit.json,4e7cbe8a80d55fbf1527ad224d85544fef50c63c5217a877c22d7c39cde514be,4e7cbe8a80d55fbf1527ad224d85544fef50c63c5217a877c22d7c39cde514be,True,True,lineage_json:stage3b24_evidence_result_gate_sensitivity_audit;required_core_stage_artifact,True
54,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b24_evidence_result_gate_sensitivity_audit_acceptance.md,8b41a2bdb517f565673c0b29030c7397553c23d4a50681d28294e9e22cc07b09,8b41a2bdb517f565673c0b29030c7397553c23d4a50681d28294e9e22cc07b09,True,True,required_core_stage_artifact,True
55,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b25_formal_evidence_crosscheck_preflight.json,f781a419184445a3346a369fa494162b2a20d802dd96f7c8c25083e684ed67a6,f781a419184445a3346a369fa494162b2a20d802dd96f7c8c25083e684ed67a6,True,True,lineage_json:stage3b25_formal_evidence_crosscheck_preflight;required_core_stage_artifact,True
56,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b25_formal_evidence_crosscheck_preflight_acceptance.md,0acfa781c8c82e1564aa970a67a6779774ae01082980be72de0c1dd30330e846,0acfa781c8c82e1564aa970a67a6779774ae01082980be72de0c1dd30330e846,True,True,required_core_stage_artifact,True
57,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b25_formal_evidence_crosscheck_preflight_preflight_manifest.json,88d329c5a3b5db768f746871afa684eb23069f24219326116d521800f2cb75c7,88d329c5a3b5db768f746871afa684eb23069f24219326116d521800f2cb75c7,True,True,lineage_manifest:stage3b25_formal_evidence_crosscheck_preflight,True
58,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b26_formal_evidence_crosscheck_execution_checkpoint.json,421a2821fcad3ae869aa21e72ed39e23650c6bf45152ebd3a73dd8811de81560,421a2821fcad3ae869aa21e72ed39e23650c6bf45152ebd3a73dd8811de81560,True,True,lineage_json:stage3b26_formal_evidence_crosscheck_execution_checkpoint;required_core_stage_artifact,True
59,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b26_formal_evidence_crosscheck_execution_checkpoint_acceptance.md,ede33e5d6ea3d760cf56a62be98ea0844cf4bd57264d98f601dd7e782ef5df88,ede33e5d6ea3d760cf56a62be98ea0844cf4bd57264d98f601dd7e782ef5df88,True,True,required_core_stage_artifact,True
60,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b26_formal_evidence_crosscheck_execution_checkpoint_execution_manifest.json,9bdc1a86f5763c1f7a9cdeb707e775954542f3958e99185271d0a9b54f22180a,9bdc1a86f5763c1f7a9cdeb707e775954542f3958e99185271d0a9b54f22180a,True,True,lineage_manifest:stage3b26_formal_evidence_crosscheck_execution_checkpoint,True
61,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b27_formal_evidence_result_gate_sensitivity_audit.json,bcbc0e9a9bd54883a75dc52f276ba99500dc84a48b645a5832b34496e1744fd5,bcbc0e9a9bd54883a75dc52f276ba99500dc84a48b645a5832b34496e1744fd5,True,True,lineage_json:stage3b27_formal_evidence_result_gate_sensitivity_audit;required_core_stage_artifact,True
62,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b27_formal_evidence_result_gate_sensitivity_audit_acceptance.md,ac14f653140e750d04e03d88923ec03c4402b12fa6bc970fa58238db39f7abf5,ac14f653140e750d04e03d88923ec03c4402b12fa6bc970fa58238db39f7abf5,True,True,required_core_stage_artifact,True
63,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b27_formal_evidence_result_gate_sensitivity_audit_gate_manifest.json,c0712d9e8d12fea76d5e88a9cfeb544dc7679b332906b425cc35c474f947e536,c0712d9e8d12fea76d5e88a9cfeb544dc7679b332906b425cc35c474f947e536,True,True,lineage_manifest:stage3b27_formal_evidence_result_gate_sensitivity_audit,True
64,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b28_formal_evidence_claim_lock_addendum.json,31ad3573df45874d7cda17b77c47a8305d8e0512530941f7d5471fd99ce76602,31ad3573df45874d7cda17b77c47a8305d8e0512530941f7d5471fd99ce76602,True,True,lineage_json:stage3b28_formal_evidence_claim_lock_addendum;required_core_stage_artifact,True
65,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b28_formal_evidence_claim_lock_addendum_acceptance.md,c82899c1f5af8a3d1c98207371181d5eb6414d730e80d37d60b1f88bf9a2c251,c82899c1f5af8a3d1c98207371181d5eb6414d730e80d37d60b1f88bf9a2c251,True,True,required_core_stage_artifact,True
66,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b28_formal_evidence_claim_lock_addendum_addendum_manifest.json,600f0faa703899ee9551e7431edbbb767852ec7b2b3b0b239704a6ba857285e4,600f0faa703899ee9551e7431edbbb767852ec7b2b3b0b239704a6ba857285e4,True,True,lineage_manifest:stage3b28_formal_evidence_claim_lock_addendum,True
67,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b29_external_publication_claim_preflight.json,2977ec6c1a0e1aa142a31af39f152f328abcbd877e7a03b44d068338722c590d,2977ec6c1a0e1aa142a31af39f152f328abcbd877e7a03b44d068338722c590d,True,True,lineage_json:stage3b29_external_publication_claim_preflight;required_core_stage_artifact,True
68,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b29_external_publication_claim_preflight_acceptance.md,abc3dc45e79d97898adc8c31ab449bf4b58e9def71a661b375b5605bf813cf3c,abc3dc45e79d97898adc8c31ab449bf4b58e9def71a661b375b5605bf813cf3c,True,True,required_core_stage_artifact,True
69,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b29_external_publication_claim_preflight_preflight_manifest.json,672b6f70ddbaf6cdfcf0afdc2a8caae00b6524202c1b0d060934872be6def395,672b6f70ddbaf6cdfcf0afdc2a8caae00b6524202c1b0d060934872be6def395,True,True,lineage_manifest:stage3b29_external_publication_claim_preflight,True
70,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b30_independent_evidence_validation_preflight.json,8987adeaed5438cbe6e23bfa5ac7ddf8e0281f556b935f668cc077fdc2b11c92,8987adeaed5438cbe6e23bfa5ac7ddf8e0281f556b935f668cc077fdc2b11c92,True,True,lineage_json:stage3b30_independent_evidence_validation_preflight;required_core_stage_artifact,True
71,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b30_independent_evidence_validation_preflight_acceptance.md,75e97b318bfa6fb6dd6e11849f82cf77192e193960b0fe51d58348f830e1b546,75e97b318bfa6fb6dd6e11849f82cf77192e193960b0fe51d58348f830e1b546,True,True,required_core_stage_artifact,True
72,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b30_independent_evidence_validation_preflight_preflight_manifest.json,4f00e925df0e8020db7a4d1dd80007796dbd67880d6f6db308370166cef3b5ea,4f00e925df0e8020db7a4d1dd80007796dbd67880d6f6db308370166cef3b5ea,True,True,lineage_manifest:stage3b30_independent_evidence_validation_preflight,True
73,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b31_independent_evidence_validation_execution_checkpoint.json,79be257d0392326d95211f31663e447f40ed3dba8a66e5b1ac6524fa5ab22d12,79be257d0392326d95211f31663e447f40ed3dba8a66e5b1ac6524fa5ab22d12,True,True,lineage_json:stage3b31_independent_evidence_validation_execution_checkpoint;required_core_stage_artifact,True
74,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b31_independent_evidence_validation_execution_checkpoint_acceptance.md,84fe4ab94af83fb5d270011fc58bc35d0a44013ff286d340799bee6358b7d5b8,84fe4ab94af83fb5d270011fc58bc35d0a44013ff286d340799bee6358b7d5b8,True,True,required_core_stage_artifact,True
75,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b31_independent_evidence_validation_execution_checkpoint_execution_manifest.json,70fa1e05d69caf8eefd4169470807ef071ce89458bc0ed88ecbbc306114b7d5e,70fa1e05d69caf8eefd4169470807ef071ce89458bc0ed88ecbbc306114b7d5e,True,True,lineage_manifest:stage3b31_independent_evidence_validation_execution_checkpoint,True
76,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b32_independent_evidence_result_gate_publication_lock.json,d3c373298f313bd44c5fdd36f3fc219a05a8ca3a4d67ea0bd5e5001b42cbae8f,d3c373298f313bd44c5fdd36f3fc219a05a8ca3a4d67ea0bd5e5001b42cbae8f,True,True,lineage_json:stage3b32_independent_evidence_result_gate_publication_lock;required_core_stage_artifact,True
77,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b32_independent_evidence_result_gate_publication_lock_acceptance.md,b230a1f92b1381c7c22ba42154c757dda9c2d25d7739593fa38a3057578ea4ac,b230a1f92b1381c7c22ba42154c757dda9c2d25d7739593fa38a3057578ea4ac,True,True,required_core_stage_artifact,True
78,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b32_independent_evidence_result_gate_publication_lock_gate_manifest.json,9aa138cea9f6464d9094b6632a9e7f6b12a09acab6330023de5252718daa069c,9aa138cea9f6464d9094b6632a9e7f6b12a09acab6330023de5252718daa069c,True,True,lineage_manifest:stage3b32_independent_evidence_result_gate_publication_lock,True
79,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b33_external_evidence_publication_claim_lock_addendum.json,b6937e493f1cc178cf872b9dc2e45f5caa9b30c6d3e2be49070499f2d0db6bee,b6937e493f1cc178cf872b9dc2e45f5caa9b30c6d3e2be49070499f2d0db6bee,True,True,lineage_json:stage3b33_external_evidence_publication_claim_lock_addendum;required_core_stage_artifact,True
80,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b33_external_evidence_publication_claim_lock_addendum_acceptance.md,2946a3d7a16964c25b85c00610556ef84ccea5680c3c98ca1d267be6dd43e9fd,2946a3d7a16964c25b85c00610556ef84ccea5680c3c98ca1d267be6dd43e9fd,True,True,required_core_stage_artifact,True
